date,nav,cash,holdings_value,gross_exposure,positions,benchmark_nav,cumulative_fees,cumulative_notional
2019-10-31,937191.2270181453,61260.527469823726,875930.6995483215,0.9346339085303478,20,781504.2140829794,3727.1918376429535,6671764.6158999195
2019-11-01,935900.1390797938,52559.277490416556,883340.8615893773,0.9438409342025588,20,781131.2227750439,3934.2158113121473,6980481.371147551
2019-11-04,935913.9943361141,52559.277490416556,883354.7168456976,0.9438417655805017,20,777485.6229521991,3934.2158113121473,6980481.371147551
2019-11-05,937497.0589694964,52559.277490416556,884937.7814790799,0.9439365948004252,20,773350.91412176,3934.2158113121473,6980481.371147551
2019-11-06,928648.9947061288,52559.277490416556,876089.7172157123,0.9434024289155141,20,761864.03041882,3934.2158113121473,6980481.371147551
2019-11-07,931110.5004398884,52559.277490416556,878551.2229494719,0.9435520515926029,20,761798.0209345457,3934.2158113121473,6980481.371147551
2019-11-08,940978.5887026814,52559.277490416556,888419.3112122648,0.9441440239752112,20,774696.4378742691,3934.2158113121473,6980481.371147551
2019-11-11,952412.2969430174,52559.277490416556,899853.0194526009,0.9448145748861944,20,788770.745396892,3934.2158113121473,6980481.371147551
2019-11-12,965189.672330157,52559.277490416556,912630.3948397405,0.9455451306648069,20,798353.9723641907,3934.2158113121473,6980481.371147551
2019-11-13,971711.8500835482,52559.277490416556,919152.5725931317,0.9459106344273794,20,803586.0616450271,3934.2158113121473,6980481.371147551
2019-11-14,971619.0213416182,52559.277490416556,919059.7438512016,0.9459054667148834,20,798852.2154604484,3934.2158113121473,6980481.371147551
2019-11-15,980825.7510863792,52559.277490416556,928266.4735959626,0.9464132365690837,20,809438.4404795605,3934.2158113121473,6980481.371147551
2019-11-18,981176.7116322417,52559.277490416556,928617.4341418252,0.9464324042068005,20,809175.2959804058,3934.2158113121473,6980481.371147551
2019-11-19,982252.1117091745,52559.277490416556,929692.8342187579,0.9464910516721003,20,808819.4345585234,3934.2158113121473,6980481.371147551
2019-11-20,980388.3728817175,52559.277490416556,927829.095391301,0.946389330040782,20,806847.4783751023,3934.2158113121473,6980481.371147551
2019-11-21,980788.1394982953,52559.277490416556,928228.8620078787,0.9464111816061496,20,807660.9137212944,3934.2158113121473,6980481.371147551
2019-11-22,974927.0336172271,52559.277490416556,922367.7561268106,0.9460890141743139,20,804648.3704436662,3934.2158113121473,6980481.371147551
2019-11-25,976933.3908404305,52559.277490416556,924374.113350014,0.9461997327727726,20,804186.6030248763,3934.2158113121473,6980481.371147551
2019-11-26,972235.8682663242,52559.277490416556,919676.5907759076,0.9459397876524146,20,796518.1717457458,3934.2158113121473,6980481.371147551
2019-11-27,972320.8928422204,52559.277490416556,919761.6153518038,0.9459445149463168,20,793986.9062505162,3934.2158113121473,6980481.371147551
2019-11-28,983382.027926531,52559.277490416556,930822.7504361145,0.9465525340124039,20,810597.7824268877,3934.2158113121473,6980481.371147551
2019-11-29,985220.0206149847,52559.277490416556,932660.7431245681,0.9466522437723013,20,810236.0558787492,3934.2158113121473,6980481.371147551
2019-12-02,983636.160651589,47009.11426844478,936627.0463831442,0.952208838848193,20,808643.1237321433,4128.684029452309,7227378.535060369
2019-12-03,985551.3143043687,47009.11426844478,938542.2000359239,0.9523017081037275,20,812673.1958816593,4128.684029452309,7227378.535060369
2019-12-04,986970.6156549763,47009.11426844478,939961.5013865315,0.9523703000648621,20,818016.2091923701,4128.684029452309,7227378.535060369
2019-12-05,985131.1258678037,47009.11426844478,938122.0115993589,0.952281363329136,20,810003.227569675,4128.684029452309,7227378.535060369
2019-12-06,985724.1305160077,47009.11426844478,938715.0162475628,0.9523100705226355,20,808639.9830730681,4128.684029452309,7227378.535060369
2019-12-09,993889.8562750071,47009.11426844478,946880.7420065623,0.9527018874660519,20,815497.442412181,4128.684029452309,7227378.535060369
2019-12-10,997629.583193003,47009.11426844478,950620.4689245581,0.9528791897710291,20,817627.4759487913,4128.684029452309,7227378.535060369
2019-12-11,998605.0659732654,47009.11426844478,951595.9517048206,0.9529252195184604,20,818672.7332464679,4128.684029452309,7227378.535060369
2019-12-12,1008334.4339777994,47009.11426844478,961325.3197093545,0.9533794416967418,20,830352.716289812,4128.684029452309,7227378.535060369
2019-12-13,1002785.9322692987,47009.11426844478,955776.8180008539,0.9531214860961766,20,825451.5872557473,4128.684029452309,7227378.535060369
2019-12-16,1001851.3580140419,47009.11426844478,954842.2437455971,0.9530777556047532,20,826215.2461438081,4128.684029452309,7227378.535060369
2019-12-17,1003946.862442961,47009.11426844478,956937.7481745161,0.9531756948230757,20,822505.1961590793,4128.684029452309,7227378.535060369
2019-12-18,1016384.6286573799,47009.11426844478,969375.5143889351,0.9537486961697338,20,833761.6533802283,4128.684029452309,7227378.535060369
2019-12-19,1008878.2963227873,47009.11426844478,961869.1820543425,0.9534045737332381,20,819390.5486799934,4128.684029452309,7227378.535060369
2019-12-20,1003838.0211609768,47009.11426844478,956828.906892532,0.9531706178910448,20,814610.0686263549,4128.684029452309,7227378.535060369
2019-12-23,1001413.3821509364,47009.11426844478,954404.2678824916,0.9530572337994186,20,810885.728855068,4128.684029452309,7227378.535060369
2019-12-24,1006599.03395325,47009.11426844478,959589.9196848052,0.9532990667755518,20,815889.5572212454,4128.684029452309,7227378.535060369
2019-12-25,1008115.1077903729,47009.11426844478,961105.9935219281,0.9533692988973439,20,820501.2865582891,4128.684029452309,7227378.535060369
2019-12-26,1015475.2167743695,47009.11426844478,968466.1025059246,0.9537072756755521,20,831018.6412285289,4128.684029452309,7227378.535060369
2019-12-27,1000461.9864196617,47009.11426844478,953452.8721512168,0.953012593275357,20,819476.6717268003,4128.684029452309,7227378.535060369
2019-12-30,1007834.3376714315,47009.11426844478,960825.2234029867,0.9533563081636434,20,825178.8959379934,4128.684029452309,7227378.535060369
2019-12-31,1008387.1203154366,47009.11426844478,961378.0060469918,0.953381877533561,20,823151.8467523435,4128.684029452309,7227378.535060369
2020-01-01,1004006.5416911362,48720.16429453997,955286.3773965962,0.951474256121403,20,818382.6876164296,4306.352874547251,7470804.682062997
2020-01-02,1007486.4341210384,48720.16429453997,958766.2698264985,0.9516418656921719,20,822514.5539665653,4306.352874547251,7470804.682062997
2020-01-03,998493.7270095941,48720.16429453997,949773.5627150541,0.9512063391319916,20,815878.0710205932,4306.352874547251,7470804.682062997
2020-01-06,987271.0580176655,48720.16429453997,938550.8937231256,0.9506516838522899,20,800913.2998903209,4306.352874547251,7470804.682062997
2020-01-07,984307.3337246511,48720.16429453997,935587.1694301112,0.9505030973301994,20,798392.8223964191,4306.352874547251,7470804.682062997
2020-01-08,975455.2614716786,48720.16429453997,926735.0971771387,0.9500539222874913,20,787844.5488055829,4306.352874547251,7470804.682062997
2020-01-09,975240.9103183065,48720.16429453997,926520.7460237666,0.9500429444878001,20,783397.7545330302,4306.352874547251,7470804.682062997
2020-01-10,975126.135536409,48720.16429453997,926405.971241869,0.9500370644175798,20,786163.312678911,4306.352874547251,7470804.682062997
2020-01-13,976409.91245342,48720.16429453997,927689.74815888,0.9501027553354912,20,788515.8798396058,4306.352874547251,7470804.682062997
2020-01-14,991205.1532013707,48720.16429453997,942484.9889068308,0.9508475474151998,20,800002.3303035166,4306.352874547251,7470804.682062997
2020-01-15,988376.0265577824,48720.16429453997,939655.8622632425,0.9507068534794215,20,798709.8575341604,4306.352874547251,7470804.682062997
2020-01-16,987516.6653978155,48720.16429453997,938796.5011032756,0.9506639573774552,20,787905.1885387229,4306.352874547251,7470804.682062997
2020-01-17,984375.1998620356,48720.16429453997,935655.0355674956,0.9505065098131604,20,782702.669782626,4306.352874547251,7470804.682062997
2020-01-20,978152.2607540283,48720.16429453997,929432.0964594884,0.9501916355466141,20,776392.6882714707,4306.352874547251,7470804.682062997
2020-01-21,969022.9926818584,48720.16429453997,920302.8283873184,0.9497223856786902,20,768067.7975783319,4306.352874547251,7470804.682062997
2020-01-22,971148.5076143949,48720.16429453997,922428.3433198549,0.9498324263358856,20,771222.0325786633,4306.352874547251,7470804.682062997
2020-01-23,963928.7670912858,48720.16429453997,915208.6027967458,0.949456675682005,20,766894.483164269,4306.352874547251,7470804.682062997
2020-01-24,955068.0893467765,48720.16429453997,906347.9250522365,0.9489877582153725,20,753502.8992060062,4306.352874547251,7470804.682062997
2020-01-27,959791.31017965,48720.16429453997,911071.14588511,0.9492387941234635,20,758380.4486990361,4306.352874547251,7470804.682062997
2020-01-28,959368.2745935179,48720.16429453997,910648.1102989779,0.9492164108562141,20,757756.6802649754,4306.352874547251,7470804.682062997
2020-01-29,963228.6209501969,48720.16429453997,914508.4566556569,0.9494199370379185,20,760331.0019344507,4306.352874547251,7470804.682062997
2020-01-30,959512.0231414003,48720.16429453997,910791.8588468604,0.9492240189601457,20,761191.7987281926,4306.352874547251,7470804.682062997
2020-01-31,961195.9538808222,48720.16429453997,912475.7895862822,0.9493129740113526,20,765669.2238559378,4306.352874547251,7470804.682062997
2020-02-03,961388.1855436437,664403.2572450147,296984.928298629,0.3089126044654799,16,766069.1367788296,4808.148113937925,8147970.772974531
2020-02-04,963937.9072219571,664403.2572450147,299534.6499769425,0.31074060656063757,16,774779.3234808347,4808.148113937925,8147970.772974531
2020-02-05,964204.2127102877,664403.2572450147,299800.95546527294,0.31093097448989626,16,777888.4162275841,4808.148113937925,8147970.772974531
2020-02-06,963035.1525017323,664403.2572450147,298631.89525671775,0.3100944908199294,16,780778.6559773796,4808.148113937925,8147970.772974531
2020-02-07,964184.8159675701,664403.2572450147,299781.5587225554,0.3109171123190955,16,783805.1849515855,4808.148113937925,8147970.772974531
2020-02-10,961936.558743903,664403.2572450147,297533.30149888824,0.30930657411275364,16,773736.02404085,4808.148113937925,8147970.772974531
2020-02-11,963466.1105744346,664403.2572450147,299062.85332942,0.3104030853260772,16,772729.4902726237,4808.148113937925,8147970.772974531
2020-02-12,961039.2720004392,664403.2572450147,296636.0147554245,0.3086616992643449,16,771066.9391760105,4808.148113937925,8147970.772974531
2020-02-13,960718.7198339195,664403.2572450147,296315.46258890495,0.3084310282203404,16,772647.6409836118,4808.148113937925,8147970.772974531
2020-02-14,959214.331456078,664403.2572450147,294811.07421106333,0.30734640272059216,16,763394.445319656,4808.148113937925,8147970.772974531
2020-02-17,961219.9776338447,664403.2572450147,296816.72038883006,0.3087916681876287,16,774844.1381308396,4808.148113937925,8147970.772974531
2020-02-18,959792.9233334769,664403.2572450147,295389.6660884622,0.3077639550232754,16,775712.0603041974,4808.148113937925,8147970.772974531
2020-02-19,956540.0745795785,664403.2572450147,292136.8173345638,0.30540990921155575,16,767439.4141673944,4808.148113937925,8147970.772974531
2020-02-20,953379.2613589219,664403.2572450147,288976.0041139072,0.3031070800743121,16,755862.5552890105,4808.148113937925,8147970.772974531
2020-02-21,953381.9658082735,664403.2572450147,288978.7085632588,0.30310905694368134,16,754087.1680612533,4808.148113937925,8147970.772974531
2020-02-24,951658.9635840209,664403.2572450147,287255.7063390062,0.30184731855745794,16,753614.4442809,4808.148113937925,8147970.772974531
2020-02-25,952162.5643262863,664403.2572450147,287759.30708127166,0.3022165729492622,16,748893.1087203996,4808.148113937925,8147970.772974531
2020-02-26,950713.3257603045,664403.2572450147,286310.06851528987,0.301152893051459,16,749649.1415421767,4808.148113937925,8147970.772974531
2020-02-27,948979.8389379901,664403.2572450147,284576.58169297554,0.29987631982935187,16,745469.8598098147,4808.148113937925,8147970.772974531
2020-02-28,950356.8863581372,664403.2572450147,285953.62911312253,0.3008907845229864,16,749315.129108204,4808.148113937925,8147970.772974531
2020-03-02,949018.5395422729,672366.5891095458,276651.95043272706,0.29151374699819965,13,744578.8464762168,4929.594690193264,8279554.631150825
2020-03-03,949571.0862635295,672366.5891095458,277204.4971539836,0.29192600866224405,13,744454.882910182,4929.594690193264,8279554.631150825
2020-03-04,951606.751132696,672366.5891095458,279240.16202315025,0.2934407113976137,13,751177.370012979,4929.594690193264,8279554.631150825
2020-03-05,956281.2167891462,672366.5891095458,283914.6276796004,0.29689449368553444,13,768904.5367021511,4929.594690193264,8279554.631150825
2020-03-06,954615.3452779884,672366.5891095458,282248.75616844255,0.295667524688963,13,762100.1927083535,4929.594690193264,8279554.631150825
2020-03-09,953778.6205783089,672366.5891095458,281412.03146876313,0.2950496324798445,13,759057.448007786,4929.594690193264,8279554.631150825
2020-03-10,950011.838445093,672366.5891095458,277645.24933554715,0.29225451525948953,13,753477.3382702617,4929.594690193264,8279554.631150825
2020-03-11,950254.3243772436,672366.5891095458,277887.73526769783,0.2924351177773526,13,758951.5164967207,4929.594690193264,8279554.631150825
2020-03-12,949324.9064466966,672366.5891095458,276958.3173371508,0.2917423902568827,13,751284.9471756163,4929.594690193264,8279554.631150825
2020-03-13,949106.8513923638,672366.5891095458,276740.262282818,0.29157966974617555,13,748151.7188247325,4929.594690193264,8279554.631150825
2020-03-16,949053.5593975405,672366.5891095458,276686.9702879948,0.2915398899758995,13,748087.0726688463,4929.594690193264,8279554.631150825
2020-03-17,947407.2510261387,672366.5891095458,275040.6619165928,0.290308799746567,13,741660.2629391789,4929.594690193264,8279554.631150825
2020-03-18,946298.8104865071,672366.5891095458,273932.2213769613,0.28947750788794546,13,735429.9883170354,4929.594690193264,8279554.631150825
2020-03-19,944654.9520791789,672366.5891095458,272288.3629696331,0.2882410793171923,13,732420.4543730037,4929.594690193264,8279554.631150825
2020-03-20,941495.2287988991,672366.5891095458,269128.63968935335,0.28585236701909883,13,718834.2323779853,4929.594690193264,8279554.631150825
2020-03-23,938738.2575386432,672366.5891095458,266371.6684290974,0.2837549937801829,13,709670.994184402,4929.594690193264,8279554.631150825
2020-03-24,938716.6861299784,672366.5891095458,266350.0970204326,0.28373853469943827,13,707165.1048205597,4929.594690193264,8279554.631150825
2020-03-25,939097.5001746523,672366.5891095458,266730.9110651065,0.2840289863571143,13,708236.617311635,4929.594690193264,8279554.631150825
2020-03-26,938471.1748043491,672366.5891095458,266104.5856948033,0.2835511551543182,13,707180.8294150518,4929.594690193264,8279554.631150825
2020-03-27,936000.0708151726,672366.5891095458,263633.4817056268,0.2816596813673588,13,696105.121087493,4929.594690193264,8279554.631150825
2020-03-30,933647.7897166965,672366.5891095458,261281.20060715068,0.27984985717840466,13,693330.3688694377,4929.594690193264,8279554.631150825
2020-03-31,934332.672494422,672366.5891095458,261966.08338487608,0.2803777402811952,13,698456.2532089553,4929.594690193264,8279554.631150825
2020-04-01,933343.9628789804,657329.5372162045,276014.42566277593,0.2957263738133426,9,702085.6019711144,5080.694682091682,8547364.288040139
2020-04-02,932002.6115003151,657329.5372162045,274673.0742841107,0.2947127732206122,9,701714.4858404883,5080.694682091682,8547364.288040139
2020-04-03,930265.6336499627,657329.5372162045,272936.0964337582,0.29339587163171255,9,696257.9970692552,5080.694682091682,8547364.288040139
2020-04-06,930896.6695189968,657329.5372162045,273567.1323027924,0.29387486416096764,9,700350.7103971544,5080.694682091682,8547364.288040139
2020-04-07,931019.3143359433,657329.5372162045,273689.77711973886,0.2939678832709826,9,696836.5397991182,5080.694682091682,8547364.288040139
2020-04-08,928321.8546950179,657329.5372162045,270992.3174788135,0.29191633926128213,9,689666.1417614678,5080.694682091682,8547364.288040139
2020-04-09,927612.8611885341,657329.5372162045,270283.3239723296,0.2913751364184627,9,684828.1643715597,5080.694682091682,8547364.288040139
2020-04-10,930966.5087795411,657329.5372162045,273636.9715633367,0.2939278362677767,9,693938.3054345136,5080.694682091682,8547364.288040139
2020-04-13,930434.124731044,657329.5372162045,273104.5875148396,0.2935238296357462,9,695439.9590106341,5080.694682091682,8547364.288040139
2020-04-14,931834.7705675829,657329.5372162045,274505.2333513785,0.29458573775281716,9,702860.124999879,5080.694682091682,8547364.288040139
2020-04-15,931394.9753456449,657329.5372162045,274065.43812944036,0.2942526483221938,9,699960.4801270281,5080.694682091682,8547364.288040139
2020-04-16,934589.3487233946,657329.5372162045,277259.8115071901,0.29666485273549725,9,706022.5803927594,5080.694682091682,8547364.288040139
2020-04-17,933745.2580200615,657329.5372162045,276415.7208038571,0.29602904906845406,9,702337.2376238143,5080.694682091682,8547364.288040139
2020-04-20,935593.7143501376,657329.5372162045,278264.1771339331,0.2974198873569978,9,701469.091387563,5080.694682091682,8547364.288040139
2020-04-21,940502.5548283462,657329.5372162045,283173.01761214185,0.30108692013476196,9,717472.0485618144,5080.694682091682,8547364.288040139
2020-04-22,943439.3785893747,657329.5372162045,286109.8413731703,0.3032625602303777,9,722572.909615154,5080.694682091682,8547364.288040139
2020-04-23,942109.4281063434,657329.5372162045,284779.8908901389,0.302278994768741,9,719450.5491348054,5080.694682091682,8547364.288040139
2020-04-24,941028.8038221654,657329.5372162045,283699.26660596096,0.3014777714068507,9,719030.9646944763,5080.694682091682,8547364.288040139
2020-04-27,938810.989698016,657329.5372162045,281481.4524818115,0.29982760701635447,9,721274.9672898143,5080.694682091682,8547364.288040139
2020-04-28,941444.695781549,657329.5372162045,284115.15856534446,0.30178635010470123,9,729306.8424936082,5080.694682091682,8547364.288040139
2020-04-29,941630.7412135468,657329.5372162045,284301.20399734244,0.3019243016970147,9,726234.0562500155,5080.694682091682,8547364.288040139
2020-04-30,937072.3291358035,657329.5372162045,279742.791919599,0.29852849478288007,9,715070.0304873736,5080.694682091682,8547364.288040139
2020-05-01,936026.9050904065,659785.9364587573,276240.96863164933,0.2951207568173144,8,713401.0225828657,5207.995706139342,8746339.193148846
2020-05-04,934630.5736159518,659785.9364587573,274844.63715719455,0.2940676722074905,8,713628.2549561182,5207.995706139342,8746339.193148846
2020-05-05,933516.7449106409,659785.9364587573,273730.80845188355,0.29322538662987335,8,714460.7177129461,5207.995706139342,8746339.193148846
2020-05-06,933779.3648755921,659785.9364587573,273993.4284168348,0.29342416284101447,8,723107.7395217322,5207.995706139342,8746339.193148846
2020-05-07,935404.0580019141,659785.9364587573,275618.12154315674,0.2946514067213858,8,725302.2119589826,5207.995706139342,8746339.193148846
2020-05-08,935263.8466794577,659785.9364587573,275477.9102207004,0.2945456634496797,8,730759.6904187266,5207.995706139342,8746339.193148846
2020-05-11,932772.3833595808,659785.9364587573,272986.44690082356,0.29266137352566557,8,723683.8614586205,5207.995706139342,8746339.193148846
2020-05-12,931626.0710591855,659785.9364587573,271840.13460042834,0.29179103402652473,8,729490.0693936151,5207.995706139342,8746339.193148846
2020-05-13,933450.745247642,659785.9364587573,273664.80878888484,0.29317541410959214,8,743517.0765774017,5207.995706139342,8746339.193148846
2020-05-14,933385.3202483198,659785.9364587573,273599.38378956245,0.2931258697284563,8,748841.9279157615,5207.995706139342,8746339.193148846
2020-05-15,933092.1326646772,659785.9364587573,273306.1962059199,0.29290376227417747,8,750687.849248289,5207.995706139342,8746339.193148846
2020-05-18,932967.4746605172,659785.9364587573,273181.5382017599,0.2928092839476142,8,751864.2674513828,5207.995706139342,8746339.193148846
2020-05-19,936672.8361819892,659785.9364587573,276886.8997232319,0.29560684267503906,8,764192.7839889256,5207.995706139342,8746339.193148846
2020-05-20,935611.2954294367,659785.9364587573,275825.35897067946,0.2948076410771401,8,757978.8319377289,5207.995706139342,8746339.193148846
2020-05-21,933953.6250099305,659785.9364587573,274167.68855117325,0.2935559980810162,8,757357.6037218113,5207.995706139342,8746339.193148846
2020-05-22,935152.6092339444,659785.9364587573,275366.6727751872,0.2944617488698034,8,760637.8869388786,5207.995706139342,8746339.193148846
2020-05-25,935336.6240883443,659785.9364587573,275550.687629587,0.2946005539964409,8,765886.0632118764,5207.995706139342,8746339.193148846
2020-05-26,935377.3854959918,659785.9364587573,275591.44903723453,0.2946312935405209,8,763014.8280558445,5207.995706139342,8746339.193148846
2020-05-27,933322.4988698624,659785.9364587573,273536.5624111052,0.29307829045407563,8,765265.9018380865,5207.995706139342,8746339.193148846
2020-05-28,933799.2010101773,659785.9364587573,274013.26455142,0.2934391722063956,8,763491.555388852,5207.995706139342,8746339.193148846
2020-05-29,934123.3597959105,659785.9364587573,274337.4233371532,0.29368436241343016,8,764457.4025046093,5207.995706139342,8746339.193148846
2020-06-01,935007.1805099973,653885.1136958395,281122.0668141578,0.3006630031020944,12,763686.5885075867,5410.861407892523,9128127.350684334
2020-06-02,933052.0885079537,653150.6273857106,279901.4611222431,0.29998481817862316,12,756016.4516875596,5415.8687026826765,9128856.829699673
2020-06-03,931327.103671666,653150.6273857106,278176.4762859554,0.29868826450907726,12,756008.8747281464,5415.8687026826765,9128856.829699673
2020-06-04,934428.5716960363,653150.6273857106,281277.9443103257,0.30101599290761377,12,762137.875935973,5415.8687026826765,9128856.829699673
2020-06-05,933627.8394707548,653150.6273857106,280477.21208504424,0.3004165045507193,12,755669.6533727421,5415.8687026826765,9128856.829699673
2020-06-08,933025.0922661838,653150.6273857106,279874.4648804733,0.299964563869015,12,754167.4974561903,5415.8687026826765,9128856.829699673
2020-06-09,935674.3374987755,653150.6273857106,282523.7101130648,0.301946626930371,12,758829.7994381257,5415.8687026826765,9128856.829699673
2020-06-10,936337.8712120318,653150.6273857106,283187.2438263212,0.3024413008733191,12,751693.5466386252,5415.8687026826765,9128856.829699673
2020-06-11,937784.8164689232,653150.6273857106,284634.18908321264,0.3035175917594364,12,753065.6948580174,5415.8687026826765,9128856.829699673
2020-06-12,936203.9148241187,653150.6273857106,283053.2874384081,0.30234149094707036,12,746049.0135022321,5415.8687026826765,9128856.829699673
2020-06-15,939036.2726904668,653150.6273857106,285885.64530475624,0.30444579577917147,12,753842.1336718452,5415.8687026826765,9128856.829699673
2020-06-16,942651.7678511539,653150.6273857106,289501.1404654432,0.30711356021257247,12,769836.6632800137,5415.8687026826765,9128856.829699673
2020-06-17,946591.0858649919,653150.6273857106,293440.45847928134,0.30999706511195,12,784117.3296301956,5415.8687026826765,9128856.829699673
2020-06-18,945216.0455556446,653150.6273857106,292065.41816993395,0.3089932926373922,12,782712.9595709615,5415.8687026826765,9128856.829699673
2020-06-19,946722.4261103604,653150.6273857106,293571.7987246498,0.31009279027095515,12,788086.4802548339,5415.8687026826765,9128856.829699673
2020-06-22,947712.296467371,653150.6273857106,294561.66908166045,0.310813387332473,12,789087.1806869411,5415.8687026826765,9128856.829699673
2020-06-23,949748.978847563,653150.6273857106,296598.3514618524,0.31229130861688154,12,789954.827126448,5415.8687026826765,9128856.829699673
2020-06-24,952329.6161832365,653150.6273857106,299178.98879752593,0.31415487212986276,12,801179.9484024837,5415.8687026826765,9128856.829699673
2020-06-25,948793.2999376677,653150.6273857106,295642.6725519571,0.31159860906625264,12,791866.613502934,5415.8687026826765,9128856.829699673
2020-06-26,950281.4324805611,653150.6273857106,297130.80509485054,0.31267663971844323,12,799567.2243379742,5415.8687026826765,9128856.829699673
2020-06-29,949871.3094246564,653150.6273857106,296720.68203894584,0.3123798761946727,12,799358.7372200317,5415.8687026826765,9128856.829699673
2020-06-30,950622.556692004,653150.6273857106,297471.9293062934,0.3129232808670587,12,809702.335704901,5415.8687026826765,9128856.829699673
2020-07-01,950339.5407149071,59360.33755084952,890979.2031640576,0.9375377588664838,20,811213.9209813139,5602.708111325913,9777054.482946556
2020-07-02,942324.8602365956,59360.33755084952,882964.5226857461,0.9370065037486695,20,806462.7793892137,5602.708111325913,9777054.482946556
2020-07-03,946758.3265748844,59360.33755084952,887397.9890240348,0.9373014887911266,20,808622.3596322857,5602.708111325913,9777054.482946556
2020-07-06,948100.2424466736,59360.33755084952,888739.904895824,0.9373902305966467,20,814142.7449363114,5602.708111325913,9777054.482946556
2020-07-07,949736.6048727505,59360.33755084952,890376.2673219009,0.9374981050048051,20,814551.4438015871,5602.708111325913,9777054.482946556
2020-07-08,949005.770572075,59360.33755084952,889645.4330212255,0.9374499719690152,20,818284.3812411317,5602.708111325913,9777054.482946556
2020-07-09,947094.9470271642,59360.33755084952,887734.6094763146,0.9373237733585469,20,814598.0927942131,5602.708111325913,9777054.482946556
2020-07-10,938092.4002400948,59360.33755084952,878732.0626892452,0.9367222913908514,20,799246.8916309774,5602.708111325913,9777054.482946556
2020-07-13,945056.1407183693,59360.33755084952,885695.8031675197,0.9371885595011025,20,805892.3002655521,5602.708111325913,9777054.482946556
2020-07-14,949002.9399216701,59360.33755084952,889642.6023708206,0.9374497853971357,20,811125.3047911109,5602.708111325913,9777054.482946556
2020-07-15,952957.6958876858,59360.33755084952,893597.3583368362,0.9377093675752783,20,812353.958096033,5602.708111325913,9777054.482946556
2020-07-16,951823.2316370899,59360.33755084952,892462.8940862403,0.9376351242774852,20,813000.6013586817,5602.708111325913,9777054.482946556
2020-07-17,958031.6117378266,59360.33755084952,898671.2741869771,0.9380392704963331,20,820766.3780397403,5602.708111325913,9777054.482946556
2020-07-20,954360.4502457874,59360.33755084952,895000.1126949379,0.9378009246552895,20,817543.8582934951,5602.708111325913,9777054.482946556
2020-07-21,949699.190707244,59360.33755084952,890338.8531563944,0.9374956426922469,20,812507.9867752327,5602.708111325913,9777054.482946556
2020-07-22,951620.2706863179,59360.33755084952,892259.9331354684,0.9376218231374598,20,811276.3881112603,5602.708111325913,9777054.482946556
2020-07-23,958951.346482855,59360.33755084952,899591.0089320055,0.9380986973233153,20,820152.8045452784,5602.708111325913,9777054.482946556
2020-07-24,945201.3118365919,59360.33755084952,885840.9742857424,0.9371982065540003,20,810123.4583481973,5602.708111325913,9777054.482946556
2020-07-27,950946.9398870369,59360.33755084952,891586.6023361874,0.9375776554284921,20,819007.4036676373,5602.708111325913,9777054.482946556
2020-07-28,949390.8286766204,59360.33755084952,890030.4911257708,0.9374753412842702,20,814455.5457783132,5602.708111325913,9777054.482946556
2020-07-29,941457.8956704992,59360.33755084952,882097.5581196496,0.9369484946444965,20,806571.9905550644,5602.708111325913,9777054.482946556
2020-07-30,953357.0235508302,59360.33755084952,893996.6859999807,0.9377354589262281,20,815917.8803218087,5602.708111325913,9777054.482946556
2020-07-31,953196.114844959,59360.33755084952,893835.7772941095,0.9377249480706237,20,815353.4516112553,5602.708111325913,9777054.482946556
2020-08-03,947901.9938275521,50997.26076775759,896904.7330597945,0.946199859162829,20,806012.775523722,5897.193830295265,10254646.847890425
2020-08-04,948127.3872504045,50997.26076775759,897130.1264826469,0.9462126487922146,20,803559.3086825734,5897.193830295265,10254646.847890425
2020-08-05,951241.1986085341,50997.26076775759,900243.9378407765,0.9463887173491268,20,810466.8723628179,5897.193830295265,10254646.847890425
2020-08-06,955656.5053536197,50997.26076775759,904659.2445858622,0.9466364112188123,20,819356.384395615,5897.193830295265,10254646.847890425
2020-08-07,953207.7511525915,50997.26076775759,902210.490384834,0.946499322203273,20,816359.8470994864,5897.193830295265,10254646.847890425
2020-08-10,957329.5568151952,50997.26076775759,906332.2960474377,0.9467296706711813,20,819498.1442422968,5897.193830295265,10254646.847890425
2020-08-11,956024.1760847191,50997.26076775759,905026.9153169616,0.9466569339526427,20,824930.2979011933,5897.193830295265,10254646.847890425
2020-08-12,956452.6590662407,50997.26076775759,905455.3982984831,0.9466808312106688,20,820305.8486948626,5897.193830295265,10254646.847890425
2020-08-13,960111.5077539557,50997.26076775759,909114.2469861981,0.9468840229953515,20,823079.3253271544,5897.193830295265,10254646.847890425
2020-08-14,958691.9825770578,50997.26076775759,907694.7218093002,0.9468053747245576,20,822991.3418354403,5897.193830295265,10254646.847890425
2020-08-17,953609.9816864876,50997.26076775759,902612.72091873,0.9465218886681876,20,819178.0509717482,5897.193830295265,10254646.847890425
2020-08-18,950287.0968403582,50997.26076775759,899289.8360726007,0.9463348908584363,20,815704.4773520454,5897.193830295265,10254646.847890425
2020-08-19,951353.654813835,50997.26076775759,900356.3940460775,0.9463950545523085,20,816343.6774142581,5897.193830295265,10254646.847890425
2020-08-20,954943.1592276741,50997.26076775759,903945.8984599166,0.9465965484176018,20,816710.0378075376,5897.193830295265,10254646.847890425
